"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","alreadycontact","previous","poutcome","priceidx","confidx","euribor3m","y"
"1769","[41.3,64.7)","retired","divorced","high.school","no","yes","no","cellular","apr","thu",2,0,1,"failure","[93.1,93.9)","[-36.5,-31.7)","[0.635,2.840)","no"
"704","[18.0,41.3)","blue-collar","single","basic.6y","no","yes","yes","cellular","jul","wed",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3860","[18.0,41.3)","blue-collar","single","basic.9y","no","no","no","cellular","may","thu",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"483","[64.7,88.0]","retired","married","basic.4y","no","no","no","cellular","may","mon",2,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","yes"
"1681","[18.0,41.3)","services","single","high.school","no","no","no","telephone","may","fri",3,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"3494","[18.0,41.3)","technician","single","basic.6y","no","yes","no","cellular","nov","wed",1,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"1475","[18.0,41.3)","admin.","single","university.degree","no","yes","no","cellular","may","tue",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"418","[41.3,64.7)","blue-collar","married","basic.6y","unknown","yes","yes","telephone","may","mon",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"923","[18.0,41.3)","student","single","high.school","no","no","no","cellular","aug","thu",1,0,1,"failure","[93.9,94.8]","[-41.2,-36.5)","[0.635,2.840)","no"
"1586","[18.0,41.3)","admin.","married","high.school","no","no","no","cellular","nov","tue",1,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"1359","[41.3,64.7)","self-employed","married","professional.course","no","no","no","cellular","jul","thu",7,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3335","[41.3,64.7)","housemaid","married","basic.4y","unknown","no","no","cellular","aug","fri",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"760","[18.0,41.3)","admin.","single","high.school","no","yes","no","cellular","may","thu",1,0,1,"failure","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"1278","[41.3,64.7)","self-employed","married","basic.9y","unknown","no","no","cellular","may","thu",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"3314","[41.3,64.7)","management","married","university.degree","no","no","no","cellular","aug","tue",2,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"1261","[18.0,41.3)","admin.","married","high.school","no","no","no","cellular","jul","thu",7,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3124","[18.0,41.3)","management","married","university.degree","no","no","no","cellular","nov","fri",3,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"3372","[41.3,64.7)","self-employed","single","professional.course","no","no","yes","cellular","nov","thu",1,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"3796","[41.3,64.7)","management","divorced","high.school","unknown","no","no","telephone","may","mon",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"165","[41.3,64.7)","admin.","married","university.degree","no","yes","no","cellular","nov","mon",1,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"601","[18.0,41.3)","blue-collar","married","basic.4y","unknown","no","no","telephone","jun","wed",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1080","[41.3,64.7)","admin.","married","high.school","no","yes","no","cellular","jul","fri",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1686","[18.0,41.3)","admin.","divorced","university.degree","unknown","yes","no","cellular","may","wed",7,0,1,"failure","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"592","[18.0,41.3)","technician","married","professional.course","no","yes","no","cellular","nov","thu",1,0,1,"failure","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"2697","[18.0,41.3)","blue-collar","single","high.school","no","no","no","cellular","mar","wed",1,0,1,"failure","[93.1,93.9)","[-36.5,-31.7)","[0.635,2.840)","yes"
"649","[41.3,64.7)","blue-collar","married","basic.9y","unknown","no","no","telephone","jun","fri",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2331","[18.0,41.3)","admin.","single","university.degree","no","no","no","telephone","jun","thu",2,0,0,"nonexistent","[92.2,93.1)","[-41.2,-36.5)","[0.635,2.840)","no"
"1743","[18.0,41.3)","admin.","married","university.degree","no","no","no","cellular","aug","fri",4,0,0,"nonexistent","[93.9,94.8]","[-41.2,-36.5)","[0.635,2.840)","no"
"2466","[18.0,41.3)","blue-collar","divorced","basic.4y","no","no","no","cellular","apr","fri",5,0,0,"nonexistent","[93.1,93.9)","[-50.8,-46.0)","[0.635,2.840)","no"
"3569","[41.3,64.7)","services","married","high.school","no","yes","no","telephone","jul","tue",4,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"430","[41.3,64.7)","self-employed","married","basic.9y","no","no","no","telephone","may","wed",2,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"252","[41.3,64.7)","retired","married","basic.6y","unknown","no","no","telephone","may","mon",3,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"129","[41.3,64.7)","retired","married","high.school","no","yes","no","cellular","oct","thu",2,1,1,"success","[92.2,93.1)","[-31.7,-26.9]","[0.635,2.840)","yes"
"3000","[18.0,41.3)","admin.","single","university.degree","no","yes","no","cellular","jun","fri",2,0,1,"failure","[93.9,94.8]","[-41.2,-36.5)","[0.635,2.840)","yes"
"3979","[41.3,64.7)","blue-collar","married","basic.4y","no","yes","no","cellular","may","mon",3,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"3636","[18.0,41.3)","management","married","high.school","no","yes","no","cellular","may","mon",2,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"3715","[18.0,41.3)","admin.","single","university.degree","no","yes","no","cellular","apr","mon",3,0,0,"nonexistent","[93.1,93.9)","[-50.8,-46.0)","[0.635,2.840)","no"
"3166","[41.3,64.7)","technician","married","university.degree","no","yes","no","telephone","may","fri",4,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"2059","[18.0,41.3)","entrepreneur","single","basic.9y","no","yes","no","cellular","nov","mon",2,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"3758","[41.3,64.7)","blue-collar","married","basic.6y","unknown","yes","no","cellular","may","mon",2,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"1007","[18.0,41.3)","self-employed","unknown","university.degree","no","no","no","cellular","nov","thu",1,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"2266","[41.3,64.7)","management","married","university.degree","no","no","no","cellular","jul","mon",4,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1926","[18.0,41.3)","technician","single","university.degree","unknown","no","no","telephone","may","wed",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","yes"
"755","[18.0,41.3)","management","married","university.degree","no","yes","no","cellular","apr","thu",1,0,0,"nonexistent","[93.1,93.9)","[-50.8,-46.0)","[0.635,2.840)","no"
"2934","[18.0,41.3)","admin.","single","high.school","no","no","no","cellular","may","tue",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"1389","[18.0,41.3)","management","married","university.degree","no","no","no","cellular","aug","mon",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"2063","[18.0,41.3)","admin.","married","basic.9y","unknown","no","no","cellular","jul","wed",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3036","[18.0,41.3)","blue-collar","married","professional.course","no","no","no","telephone","may","thu",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","yes"
"1830","[41.3,64.7)","unemployed","single","basic.4y","unknown","unknown","unknown","telephone","may","fri",7,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"628","[41.3,64.7)","entrepreneur","married","basic.9y","unknown","yes","no","telephone","jun","mon",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2546","[18.0,41.3)","blue-collar","married","professional.course","no","no","no","telephone","jun","tue",8,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3026","[18.0,41.3)","technician","married","professional.course","no","no","yes","cellular","jul","fri",3,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","yes"
"901","[18.0,41.3)","technician","single","university.degree","no","yes","yes","cellular","nov","thu",2,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"1962","[18.0,41.3)","housemaid","married","basic.4y","no","no","no","cellular","jul","tue",4,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"910","[18.0,41.3)","technician","married","high.school","no","yes","no","cellular","may","tue",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"4006","[18.0,41.3)","technician","single","high.school","no","yes","yes","cellular","aug","tue",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"2132","[18.0,41.3)","self-employed","married","basic.9y","no","yes","no","cellular","aug","fri",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"381","[18.0,41.3)","admin.","single","university.degree","no","yes","no","cellular","aug","thu",4,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","yes"
"2349","[41.3,64.7)","housemaid","married","university.degree","no","yes","no","cellular","aug","mon",2,0,0,"nonexistent","[92.2,93.1)","[-31.7,-26.9]","[0.635,2.840)","yes"
"777","[41.3,64.7)","retired","divorced","basic.6y","unknown","no","no","telephone","jun","mon",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"34","[18.0,41.3)","admin.","married","university.degree","no","yes","no","cellular","nov","tue",1,1,1,"success","[92.2,93.1)","[-31.7,-26.9]","[0.635,2.840)","yes"
"4053","[41.3,64.7)","management","divorced","basic.6y","no","no","no","telephone","nov","thu",6,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"2668","[41.3,64.7)","blue-collar","divorced","basic.9y","no","yes","yes","cellular","jul","mon",3,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3531","[41.3,64.7)","admin.","married","professional.course","no","yes","yes","cellular","nov","tue",2,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"733","[18.0,41.3)","admin.","single","high.school","no","no","yes","telephone","jun","fri",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2444","[18.0,41.3)","technician","married","high.school","no","yes","no","telephone","may","fri",2,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"2966","[18.0,41.3)","admin.","single","university.degree","no","no","no","telephone","may","tue",5,0,1,"failure","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"88","[18.0,41.3)","services","married","professional.course","no","yes","no","cellular","apr","thu",2,1,1,"success","[93.1,93.9)","[-36.5,-31.7)","[0.635,2.840)","yes"
"158","[18.0,41.3)","student","single","unknown","no","yes","no","cellular","aug","mon",3,1,3,"failure","[93.9,94.8]","[-41.2,-36.5)","[0.635,2.840)","yes"
"4035","[41.3,64.7)","technician","married","professional.course","no","yes","no","telephone","may","mon",2,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","yes"
"3980","[18.0,41.3)","technician","single","professional.course","no","yes","no","cellular","nov","thu",5,0,1,"failure","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"2831","[18.0,41.3)","management","single","university.degree","no","no","no","cellular","jul","fri",3,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"190","[18.0,41.3)","technician","married","university.degree","no","yes","yes","cellular","mar","tue",1,0,1,"failure","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"2034","[18.0,41.3)","admin.","married","high.school","no","yes","no","telephone","may","tue",4,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"1495","[41.3,64.7)","admin.","single","university.degree","no","yes","no","telephone","may","fri",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"2240","[18.0,41.3)","admin.","married","high.school","no","yes","no","cellular","nov","mon",1,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"3285","[41.3,64.7)","admin.","married","high.school","no","yes","no","telephone","may","tue",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"2732","[18.0,41.3)","admin.","single","professional.course","no","no","yes","cellular","may","fri",4,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"1496","[18.0,41.3)","blue-collar","married","basic.6y","unknown","no","yes","telephone","jul","mon",3,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2353","[18.0,41.3)","admin.","single","university.degree","no","no","no","telephone","aug","tue",3,0,0,"nonexistent","[92.2,93.1)","[-31.7,-26.9]","[0.635,2.840)","no"
"3495","[18.0,41.3)","admin.","single","university.degree","no","yes","no","telephone","jun","mon",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3986","[41.3,64.7)","blue-collar","married","basic.6y","no","yes","no","cellular","jun","mon",6,0,0,"nonexistent","[92.2,93.1)","[-41.2,-36.5)","[0.635,2.840)","yes"
"895","[18.0,41.3)","technician","married","professional.course","no","no","no","telephone","may","wed",2,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"2663","[18.0,41.3)","blue-collar","married","basic.9y","no","no","no","cellular","may","wed",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"1160","[41.3,64.7)","services","married","high.school","unknown","no","no","cellular","may","fri",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"3065","[18.0,41.3)","blue-collar","married","unknown","no","no","no","telephone","may","tue",2,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"750","[41.3,64.7)","blue-collar","married","basic.4y","unknown","no","no","telephone","may","fri",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"2502","[18.0,41.3)","blue-collar","married","basic.6y","unknown","yes","no","cellular","may","wed",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","yes"
"1788","[41.3,64.7)","technician","married","unknown","unknown","yes","no","cellular","jul","wed",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2919","[18.0,41.3)","entrepreneur","married","high.school","no","no","no","telephone","jun","mon",3,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"183","[18.0,41.3)","management","married","high.school","no","no","yes","cellular","aug","wed",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"1555","[18.0,41.3)","admin.","single","basic.6y","no","yes","no","telephone","may","wed",2,0,1,"failure","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"334","[41.3,64.7)","management","married","basic.4y","unknown","yes","no","telephone","may","fri",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"97","[41.3,64.7)","technician","married","professional.course","no","no","no","cellular","aug","thu",1,1,2,"success","[93.9,94.8]","[-41.2,-36.5)","[0.635,2.840)","yes"
"3260","[18.0,41.3)","blue-collar","married","high.school","no","no","no","cellular","jul","wed",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"797","[41.3,64.7)","self-employed","married","high.school","no","yes","no","cellular","aug","thu",4,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"2758","[41.3,64.7)","admin.","married","high.school","no","no","no","cellular","sep","thu",1,0,0,"nonexistent","[92.2,93.1)","[-31.7,-26.9]","[0.635,2.840)","no"
"1194","[41.3,64.7)","admin.","married","high.school","no","no","no","telephone","may","wed",2,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"1510","[18.0,41.3)","admin.","married","university.degree","no","yes","no","cellular","jul","wed",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","yes"
"2423","[18.0,41.3)","admin.","divorced","university.degree","no","yes","no","cellular","jul","thu",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2364","[18.0,41.3)","student","single","high.school","unknown","yes","no","telephone","may","tue",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"507","[41.3,64.7)","technician","married","professional.course","no","yes","no","cellular","aug","fri",8,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","yes"
"2996","[18.0,41.3)","unemployed","single","professional.course","no","no","no","telephone","may","tue",12,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"3040","[41.3,64.7)","blue-collar","married","basic.4y","no","no","no","cellular","aug","tue",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"3039","[41.3,64.7)","blue-collar","married","basic.9y","unknown","yes","no","cellular","may","fri",3,0,1,"failure","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"171","[18.0,41.3)","services","single","basic.6y","unknown","yes","no","cellular","jul","thu",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3560","[18.0,41.3)","management","married","university.degree","no","yes","yes","cellular","nov","tue",1,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"3173","[41.3,64.7)","admin.","married","high.school","no","no","no","telephone","may","wed",2,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"1308","[18.0,41.3)","services","married","high.school","unknown","no","no","cellular","nov","thu",6,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"2307","[18.0,41.3)","admin.","single","university.degree","no","no","yes","cellular","may","mon",1,0,1,"failure","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"2469","[41.3,64.7)","retired","married","professional.course","no","yes","no","telephone","jun","tue",8,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"503","[18.0,41.3)","admin.","single","university.degree","no","yes","no","cellular","jul","thu",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1874","[18.0,41.3)","admin.","married","university.degree","no","yes","no","cellular","aug","wed",5,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"3829","[18.0,41.3)","blue-collar","single","high.school","no","no","yes","cellular","jul","wed",8,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"157","[18.0,41.3)","admin.","married","university.degree","no","yes","no","cellular","sep","wed",2,1,2,"failure","[93.9,94.8]","[-41.2,-36.5)","[0.635,2.840)","no"
"3548","[41.3,64.7)","admin.","single","high.school","no","no","no","cellular","aug","thu",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"1632","[18.0,41.3)","admin.","single","high.school","no","yes","no","telephone","nov","fri",1,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"279","[41.3,64.7)","blue-collar","married","professional.course","no","yes","yes","cellular","may","fri",3,0,1,"failure","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"2436","[41.3,64.7)","technician","married","professional.course","no","yes","yes","cellular","sep","mon",1,0,1,"failure","[92.2,93.1)","[-31.7,-26.9]","[0.635,2.840)","yes"
"488","[41.3,64.7)","unknown","married","unknown","unknown","yes","no","cellular","aug","fri",5,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"3329","[41.3,64.7)","admin.","single","university.degree","no","yes","no","cellular","aug","thu",4,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"728","[41.3,64.7)","self-employed","married","university.degree","unknown","no","no","cellular","jul","mon",4,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2788","[18.0,41.3)","self-employed","married","university.degree","no","yes","no","cellular","aug","tue",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"2005","[18.0,41.3)","technician","married","professional.course","no","no","no","cellular","aug","mon",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"3385","[18.0,41.3)","technician","married","professional.course","no","yes","yes","cellular","jul","mon",4,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2286","[41.3,64.7)","admin.","married","university.degree","no","yes","no","cellular","sep","fri",1,0,2,"failure","[92.2,93.1)","[-31.7,-26.9]","[0.635,2.840)","no"
"1587","[18.0,41.3)","blue-collar","single","professional.course","no","yes","no","cellular","jul","wed",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3113","[41.3,64.7)","self-employed","married","university.degree","no","yes","yes","cellular","nov","thu",3,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"2877","[18.0,41.3)","admin.","married","high.school","unknown","no","no","cellular","jul","fri",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3994","[18.0,41.3)","admin.","single","university.degree","no","yes","no","cellular","jul","tue",3,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3887","[18.0,41.3)","services","single","high.school","no","yes","no","cellular","nov","fri",2,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"4063","[18.0,41.3)","services","married","high.school","no","no","yes","telephone","may","tue",2,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"1087","[18.0,41.3)","entrepreneur","married","high.school","no","yes","no","cellular","nov","wed",1,0,1,"failure","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"928","[41.3,64.7)","retired","married","high.school","no","unknown","unknown","telephone","aug","thu",2,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"785","[18.0,41.3)","services","married","high.school","no","yes","yes","telephone","may","wed",9,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"892","[18.0,41.3)","technician","single","university.degree","no","yes","no","cellular","aug","wed",13,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"953","[18.0,41.3)","blue-collar","married","basic.4y","unknown","unknown","unknown","telephone","jul","wed",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3171","[18.0,41.3)","blue-collar","married","basic.9y","unknown","no","no","telephone","jul","tue",5,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2803","[18.0,41.3)","technician","married","high.school","no","unknown","unknown","cellular","aug","fri",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"254","[41.3,64.7)","management","married","university.degree","no","no","no","cellular","jul","tue",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1897","[18.0,41.3)","self-employed","married","university.degree","no","no","no","cellular","jun","mon",4,0,0,"nonexistent","[93.9,94.8]","[-41.2,-36.5)","[0.635,2.840)","yes"
"2032","[41.3,64.7)","retired","divorced","professional.course","no","yes","yes","telephone","aug","tue",8,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"3846","[18.0,41.3)","blue-collar","married","basic.6y","unknown","yes","no","telephone","jun","mon",5,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"47","[18.0,41.3)","technician","single","university.degree","no","yes","no","cellular","sep","thu",1,1,1,"success","[93.9,94.8]","[-41.2,-36.5)","[0.635,2.840)","yes"
"2533","[18.0,41.3)","blue-collar","married","basic.9y","no","no","no","telephone","nov","thu",2,0,1,"failure","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"513","[41.3,64.7)","admin.","divorced","university.degree","unknown","no","no","cellular","aug","tue",2,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"3714","[41.3,64.7)","admin.","divorced","university.degree","no","yes","yes","cellular","aug","fri",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"3709","[18.0,41.3)","technician","single","university.degree","no","yes","no","cellular","mar","mon",3,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","yes"
"492","[41.3,64.7)","admin.","divorced","university.degree","unknown","no","no","telephone","aug","fri",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"1436","[18.0,41.3)","unemployed","married","high.school","no","yes","no","telephone","jun","fri",13,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"987","[41.3,64.7)","management","married","high.school","no","no","no","cellular","nov","thu",2,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"261","[41.3,64.7)","services","married","high.school","unknown","yes","no","cellular","may","fri",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"72","[18.0,41.3)","admin.","married","high.school","no","no","yes","cellular","aug","mon",2,1,1,"success","[92.2,93.1)","[-31.7,-26.9]","[0.635,2.840)","yes"
"2473","[18.0,41.3)","admin.","married","university.degree","no","no","yes","cellular","aug","tue",3,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"2332","[41.3,64.7)","blue-collar","married","unknown","unknown","yes","no","cellular","jul","fri",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
